,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Las Heras,-1.5351839,0.12918639,-1.4405279,-3.445603,-1.1515406,2.4767106,0.8577494,0.31543952,-0.56368506,1.5147009,1.5589614,1.3514829,-0.33776924,1.6939292,0.69067276,0.9443941,0.3310492,1.3792427,-1.1065603,-1.6153567,-2.6383502,-0.6409863,-0.43250462,-0.53648365,-0.5139961,0.6138781,3.0174057,0.35889348,2.1465483,-1.2934059,0.68129194,1.7528065,1.5059716,-1.2849855,-0.60222226,-0.53904736,-2.2893872,1.6785619,-0.3376819,1.1890064,0.7975955,-0.6430347,1.181529,0.5147781,-2.331923,-1.986933,0.9619788,-1.4086838,0.43997234,-2.04644,0.34800556,-0.14815684,1.2585067,-0.2890015,-3.159186,-0.020262165,-0.092970945,-0.5782272,2.7373867,1.2602669,-0.20157917,-2.3811133,-2.3441367,-1.1393504,-1.4602944,-0.3576618,0.11057596,1.3880419,0.34042794,0.7269294,-0.20300995,-1.2065684,-0.7469018,-0.4982688,2.2301536,0.075485215,-0.73834693,1.0766996,-0.1743298,0.9647319,0.22475344,0.940037,2.330613,-0.9701686,-0.54581505,-2.4381986,1.6643685,-0.84761536,-3.5111492,1.9766678,1.200082,1.2386543,1.4888408,-0.7515176,2.3855011,1.6345264,-2.440707,1.8367184,0.92093223,0.48405305
Las Leñas,-1.8285733,-0.60869217,-0.6916712,-1.3782475,1.0486093,0.025281372,1.0233427,1.8302507,-0.74152607,2.745295,1.8341491,-0.27281216,-0.7588896,-0.91772264,0.4432777,1.5914222,-0.51853627,1.6410569,0.3490971,0.1726334,0.102739565,0.6867518,1.8245747,-0.5235651,0.15266074,1.8716359,0.24123906,1.7794331,0.35172105,-0.8138039,-0.018767167,1.2353405,0.06583343,-1.0994654,-1.9382027,-0.98592687,-0.23380592,0.9120545,-1.0319954,3.038716,0.605932,-1.1216846,-1.490273,0.404522,-0.47403002,-2.4497828,-3.2610345,-0.14221203,-0.7372658,3.1959343,1.4713259,-1.5990655,0.6106023,-2.426678,-0.037003096,0.87935865,-1.7399737,-1.1617551,0.72840387,-0.23137735,1.4444134,-1.513173,-1.0000805,1.0173246,-0.6661586,-0.65963453,-1.1328728,1.7130549,0.3220364,1.7298943,2.2749825,-2.1386187,-2.1267471,1.0780038,1.0910817,1.66596,-0.738648,3.0409756,-0.92524225,0.3139339,-1.5051049,1.6229904,-0.44311482,-1.0369822,-1.6087984,-2.473873,-0.2347359,1.1091995,-1.0486448,1.2632174,-1.6542327,1.1347036,-0.5262992,1.6522574,0.0702232,1.6980637,1.3749526,-0.45112962,-0.6169135,2.9646173
Las Perlas,0.23913313,1.5768471,-0.3250095,-0.20872933,-1.5026207,0.8786375,-0.97077966,-0.15555418,1.447424,0.62915874,-0.0016236646,1.2479377,1.2018969,-1.5945921,0.8430846,0.1313152,-0.39558098,-3.0128996,1.3645169,-0.87725854,2.4803176,-1.2753852e-05,-2.939748,0.8866812,-2.1054258,1.0405146,-1.0900126,0.15810616,0.76922536,3.462894,0.024664221,-0.9360513,-0.981277,1.0819178,0.32187766,0.39758232,2.2104855,-2.8903332,0.49495545,-1.044267,-0.48316357,1.5794789,1.6539341,2.0176613,0.5115236,1.7944615,1.2370254,-1.6050355,-0.22081226,0.8809798,1.431049,0.25914773,-2.1774306,2.9979732,1.2304006,-1.8134148,-0.40919662,0.7127187,1.2050416,0.019867161,-1.8529793,-0.40342733,-3.248757,-0.870085,0.73911583,0.40042382,1.0826172,0.74541247,1.9734187,-0.06537135,0.4450723,-0.7825815,0.35239276,-1.0491005,1.8023733,0.41621122,-1.8043035,-1.460079,0.57822245,0.9938841,2.2369034,-1.5874655,1.11367,0.76215476,1.0345783,2.7960646,1.1460149,-1.7078979,-0.11012765,-0.45069835,3.9027,1.4578407,0.8103142,-0.19384174,0.6163676,-0.37444985,-1.6896505,-0.5691155,1.6657714,-1.577965
Las Rabonas,-0.5224108,-0.3962716,-1.9029138,-2.9191604,1.252673,0.2108105,0.64526856,0.4765766,-2.0009365,1.3933995,0.86119777,1.0193156,1.4905696,-0.43524712,0.25687096,0.1997053,-0.07720895,-0.65096927,0.69503415,-1.2264682,-2.1165133,-0.694447,-0.31712848,1.4496729,-2.1378534,1.1230707,-1.0444094,-1.8287975,2.301218,-0.44204304,1.7641828,2.883869,0.6167437,0.8252328,0.8210326,1.3316718,-0.12614472,-0.034351777,-0.03253923,0.08874649,0.74224013,2.6079757,1.7117065,-0.8519237,1.3065169,1.7238395,0.025931105,0.17208664,0.8961858,-0.045334075,1.5994,0.37029967,0.29124406,2.987897,-1.4866583,-2.985846,0.869603,1.9067963,-0.9292374,-0.6847764,0.23640557,1.0723966,-0.67375624,-0.5353604,-0.47221717,-0.54892707,1.0361326,2.090541,0.4336205,0.47442934,1.57047,2.2056816,1.6257687,-0.6229635,1.7182888,-1.3680174,-1.2040076,-0.18137664,-1.4703918,0.3006274,0.25230077,-0.6543707,2.6427352,0.36310363,0.6940542,-2.3302953,0.21286207,-1.9490634,-1.5619978,0.6679801,-0.9340408,4.2691445,1.6803931,0.6241815,0.14348277,0.27236283,0.06506649,2.087283,0.541555,1.7465805
Las Tapias,-0.25369567,-0.29090622,-0.77444154,-0.5362359,2.1325912,0.79334605,0.6892902,0.3436402,1.4303712,2.2601938,-0.050481413,0.42497444,0.090254255,-1.3011273,1.5646584,-0.92387426,0.055341594,1.8693833,1.3496011,-1.7420634,-1.308213,-1.9109632,-1.8778325,-1.7332032,-0.9856354,-0.09850254,-0.18806785,0.9562834,0.7735544,-1.8023331,2.7680948,2.9032395,-0.70183426,0.52940303,-0.7820481,-0.72709566,-1.3759769,0.2417915,-1.0930632,-0.4066283,-0.5701335,1.0854049,-0.07667447,2.427582,-0.017530032,1.0181603,-1.5003178,-0.016741794,-2.4984584,-2.1733193,0.7132273,-1.8565961,-0.26618108,2.3855555,0.7412098,0.24093446,-0.70575154,-0.54024404,2.1395586,0.15853514,-0.36525375,1.307398,-0.3619204,-0.5454196,1.1469244,-1.7812188,-0.3733385,-0.07316565,1.3726555,0.6101367,2.6242821,0.7576199,0.99349666,-0.5167199,-0.2472144,-1.099617,-2.0278687,0.35179153,-0.49895668,0.9579916,-0.6947989,0.8097955,0.8847154,-0.7830592,-0.8583467,0.056564916,-0.2788962,0.36920443,0.52686995,-0.82610166,-2.0274389,0.0766407,-0.93580836,-0.4213084,-0.5888418,-0.15482612,-0.08663684,1.3886379,0.2919172,0.8655205
Las Toninas,2.1563165,0.20481539,0.18424967,0.9107788,-2.398798,-1.9274403,-1.5192722,-0.5702123,1.4904637,-2.1632414,1.5026376,-1.8060902,0.08925062,-0.38167897,-0.117457494,2.3425908,0.061274067,-0.25341904,-0.11418169,2.5400417,3.3877916,0.3019576,-0.53309065,3.0590749,1.8096749,1.4846585,1.4108213,-0.2420086,-0.62326664,0.21622634,-0.97070986,-2.924976,-0.9617586,1.7662143,0.25495532,2.1810875,0.52003473,-1.0504526,0.019491166,-1.4169214,-1.443319,-1.6847957,-0.9832779,0.6692472,2.5079775,-0.15612142,1.3602506,2.268741,-2.6986678,-0.23728509,-0.7660487,-2.2421856,-1.7337037,-2.3077798,-1.4983274,1.8339168,3.1228974,-1.5689775,-2.0658154,-2.5649078,2.6488407,-0.59179825,0.10907433,2.5264251,-1.6939824,2.195616,1.1255147,-1.7801657,-1.3176236,-0.26413333,-0.69618636,0.5721532,-0.4037827,-1.2976387,-1.1404632,-0.029667988,1.9760189,-0.8093146,2.9010534,-1.3767468,0.24107152,-1.3008314,0.03526045,2.733981,-2.7075205,2.1064994,-0.27414224,0.38991395,-0.05909322,-0.27330405,0.7199779,-3.2205694,1.0050166,-1.5220367,-1.8575017,-1.1972498,0.0038113082,0.9101928,0.81035805,-2.6155007
Liniers,0.30847648,-0.5734966,0.05821807,0.06433816,0.761835,-0.117045514,-0.21130334,-1.0041251,1.9686015,-1.4062467,-0.19937652,0.93768024,-1.237826,0.47369307,1.1885393,0.60942644,-0.89460313,2.6876392,-1.5962297,-0.33733693,-0.31550518,0.7132582,0.18242107,1.1497302,1.6961676,-0.38870928,3.019687,-0.023057172,0.022620017,0.50054497,0.1684112,-0.5299121,-0.0127573665,0.3522263,-0.3581365,-0.83951604,1.423605,-0.19681063,0.68182445,-2.1130536,-1.2341976,-0.13229309,2.7958605,-0.6798397,0.30052128,1.2427057,0.9224195,0.64193237,0.9049755,-1.4596208,-0.08661295,1.038559,0.1806346,0.62120706,1.4358134,-0.5797386,-0.5858101,-1.5386091,0.22997643,-0.5545285,-0.12524422,-0.46980575,-1.634736,-2.0869656,-0.69129986,1.1195109,-0.6282679,1.0657152,0.4062979,0.00954793,-2.2724378,-0.14824267,0.6558538,-1.656455,1.4071404,0.85828793,0.3066839,-1.9056416,0.6711069,1.245133,0.8006877,-0.80804116,1.1926636,1.4906596,-1.4332036,0.6248326,4.6842966,1.0427098,2.964504,1.7124155,-0.69032145,-0.10795568,-0.7692675,-0.8777834,1.0338008,-0.8165908,0.62448514,0.81802475,0.6820381,-2.2047484
Lobería,-1.3743614,0.94518495,-1.6900691,-0.38028774,1.8145376,-0.26501697,0.72708666,-0.07579004,-1.30674,-0.04023005,1.8006294,0.6837851,0.32650962,0.03141905,-1.263701,0.51568455,2.7754974,-4.233511,0.8557148,-0.1423978,-0.73887545,2.7300076,0.19844393,-2.1703634,-1.6408638,1.3178247,-1.3117862,-1.7076044,0.9739239,-1.1580961,0.37370297,-0.31911317,-0.89234155,-0.26745102,-0.23360363,2.4018147,0.31689835,0.2396441,-0.19952586,-1.7919627,1.8229865,-0.34714237,0.31048688,-0.3961809,1.3097261,0.0552712,-0.40432486,-0.10568054,-0.10153461,-0.12758939,0.39956462,-1.1959193,0.240537,2.3331947,-0.32679987,0.3383042,-0.20141737,1.2169267,-0.92424023,-1.5136635,-0.14297123,1.376053,-0.3777454,-1.6100507,0.7184415,1.0390884,1.5210291,-0.38536698,-0.6400091,-0.65760374,-0.22495136,-0.54468536,-0.31835014,0.5379366,-2.036785,-0.3495738,-1.2770276,1.8789232,-0.64388824,1.5717759,-0.71327984,-0.49784708,-0.40592515,-0.48760155,-1.4663405,1.6640007,-1.091178,-0.48934355,-0.6580739,-2.7406058,0.5014848,0.349373,0.9866038,0.3452931,-0.22238082,0.47848347,0.47772387,-0.31310704,-0.100006424,1.6670469
Lobos,0.0426109,-0.33941212,-1.65637,-2.1375952,0.64411855,-0.47019935,1.5991725,-3.1332357,1.3924994,0.81295174,0.7622512,1.7667706,-0.793337,0.8578098,0.037902765,-0.31377095,-1.2597487,-0.5992828,1.3031602,-2.035961,-0.99767923,-1.5760628,0.32805324,-2.1956832,0.68628603,0.046666123,-0.043061785,-0.5161002,-0.53043884,1.5590959,-1.0694424,0.16562997,-0.20996477,0.77644986,-0.9159604,0.806899,2.3818233,0.7337207,-0.45773706,-0.9770713,-0.33952707,-0.80340296,0.08214217,0.56422937,0.83952016,-0.08300985,-1.0610002,-0.46172386,2.2468703,-2.8427022,1.5704975,0.70699126,0.84236515,0.2770238,-0.05546065,-1.2886364,0.17157571,2.1703775,1.6305655,-0.3861162,0.25039503,-0.4615827,-1.0942657,1.0689298,-1.0910231,1.0232985,2.030874,0.30007607,-0.28134096,0.16995999,0.08940488,-0.7150623,-0.15491119,1.690217,3.0435913,0.9116604,0.14152928,-0.5369514,-0.17568354,0.9125974,1.8393,-0.29660657,1.3359692,-0.85098046,1.9869225,-0.5932244,0.8944707,-3.533285,-1.2499579,0.731423,1.3864194,0.23780866,0.13751292,-0.09861273,0.60210234,-0.8111776,-0.26788855,1.8200496,0.6125646,0.18878071
Lomas de Zamora,-0.68569356,-1.8431818,-1.274375,-1.7591527,0.49989697,-0.09327067,-0.44357735,1.4254701,1.8908845,3.5609453,-3.170605,1.3997788,-2.2235014,1.706721,0.606205,-1.6084676,-0.07587281,0.6449209,-2.6906168,-2.3164754,-0.43350455,-0.93531543,-1.6461635,3.0863771,-0.8228818,-0.70178276,-1.8024834,3.1651204,0.29363632,0.07233926,2.3614974,2.2459993,1.0571997,0.662943,-0.8328873,2.5019288,-1.2035767,1.3313067,-3.3042536,3.195654,1.7975792,-1.0709,-1.6056422,3.2245004,-1.3602074,2.871368,-4.2920146,2.347281,0.3306405,0.68337715,-1.4617127,1.9664832,1.2749166,0.31105924,-2.5286803,-0.7834459,0.93455464,-2.189183,1.545008,1.001536,-2.0816088,-4.5452337,-0.21138354,2.8054087,-2.6338563,-1.1427892,-1.6443787,2.4418838,2.4249263,2.563913,-2.7098007,-0.2712604,-1.3258612,1.5689605,0.08908653,2.024551,0.69346595,0.5990725,-0.8581365,-3.0777795,-2.5250702,0.6210861,1.8011653,2.1737738,-0.90721124,-0.95241743,3.3756316,-2.193865,-0.09539931,0.43729016,0.4363791,4.3573165,-1.469235,0.27276173,1.5547373,1.3043419,-1.6675408,-0.91381913,2.5940588,2.3204024
Loncopué,-0.1753497,-2.0256057,-1.2878592,-0.16128092,1.7475362,0.745399,1.2201424,1.0260234,0.79566777,1.9169704,-0.97038376,0.115938775,-1.6444058,-0.8104941,1.0346532,0.22210006,-0.0861234,-0.59274757,-1.5074223,-1.2199066,-1.3267791,0.26577407,-1.5748247,0.9391242,-3.2428536,0.9676234,-1.3639201,1.3822731,-0.2908311,-0.35127532,0.19353478,2.1792767,0.19567412,-0.7824256,-0.70794314,0.7843471,0.49083552,1.7368808,0.22123967,0.39374873,-0.3890456,-0.8559223,-1.4468141,0.57192254,-1.9814565,0.4861312,-1.8346803,1.2037281,-2.7177718,-0.1734393,-0.5521617,0.09714579,1.3656114,-1.467609,-1.4212296,1.1682593,-1.4208252,-1.3725501,-1.2098848,-0.59015936,0.5752732,-3.2229142,-0.91852266,1.2720336,-1.8754117,-1.2750432,-1.2079057,1.2360226,-0.7100052,0.85914975,-1.6859329,-0.36144933,0.3017318,1.1330558,0.7904683,-0.7641201,0.018258503,1.2693453,-0.35967243,0.3023004,-0.5649873,-0.24274299,0.07856381,-0.2557489,0.64650327,-1.7120626,3.2040303,-0.8034454,-2.2934608,0.30788416,-0.5831248,2.8836827,-0.24142908,-1.8485683,0.62398225,1.4056643,-0.41957015,0.21730766,1.0094196,1.4271058
Los Cocos,1.4922857,-0.85037404,1.2685626,-1.9976028,-0.794804,-1.4346858,0.34508106,-1.8477476,0.26622564,-1.0402627,-0.2189552,1.5042211,1.0247278,0.5815255,-2.1807184,0.98731667,1.2898875,-0.4695159,-1.8284049,-1.2512547,-2.6722646,-0.17301944,4.2368107,-0.046918347,0.29045877,0.8618688,0.3108052,-0.5788714,3.5087438,0.3336566,-0.44266897,1.6955774,1.054665,1.7742739,-0.24702628,1.355696,2.2634938,-1.655516,-1.6143993,-0.4863073,-1.3920252,-0.33175537,1.6745732,-0.02180605,-0.17633791,1.2066945,-0.909139,-2.5847552,0.49224824,-1.1785508,0.7230731,0.6109746,-0.24648727,1.0824531,0.50908136,-0.73793066,1.129134,1.9192584,1.66614,-0.5025474,0.073401265,-1.7193604,-2.4252322,-0.25564852,0.89324564,1.6014755,-0.21608406,3.2058828,0.7362354,-0.03467359,1.0435948,1.3755904,-0.9560095,0.05676371,0.92019385,-0.83673215,0.63197225,-0.19582851,1.1143923,0.59946734,0.6315192,2.7581854,1.7509722,-1.7661015,2.7001686,-1.5870222,-0.78157353,-1.3469719,0.3113522,0.69202155,0.0026869406,1.8712946,0.5543969,0.13781664,-1.05452,-0.9289579,-0.3112574,1.719358,-0.19998807,-0.1488363
Los Corralitos,0.2598717,0.07193257,0.58792955,-0.5027832,-0.3309466,-1.2696328,-0.689824,2.2590306,-0.11698277,-0.3515999,-0.6291273,1.8379422,0.6730362,-0.16855799,-2.4112177,-1.9473681,-1.3184327,0.7048314,-0.09746769,-2.065161,-1.7782214,-1.3360623,-0.6876285,-1.1986731,0.063774504,-0.43321675,-0.4567428,-0.12518,0.62603885,-1.8216089,0.46128142,-0.059519675,1.2737739,-0.4456954,0.61317533,1.0428523,0.52473617,-1.5566026,-0.10051702,1.212028,0.5597227,-0.48777145,-0.34667656,1.567197,-0.09730532,2.1134255,-2.0749373,-2.011932,2.0118103,0.42817393,1.0859162,0.22206974,1.6580698,1.2382209,-0.7495133,0.16468453,-0.22086424,-0.66276425,0.57131267,0.3267275,-1.3133314,0.38812003,-1.5998396,0.1528546,-1.5579532,0.23334283,0.017008597,1.6696553,1.8010725,1.222408,0.5640212,0.2967487,1.3457099,-0.8289035,1.201267,-0.2250764,-0.73335534,-0.38271588,0.3285623,-1.3899897,-1.4862484,-0.49034658,0.9389512,-0.06940958,-1.6569322,-1.3765793,0.2430743,-0.21462134,-2.4692757,2.9495661,1.6503841,-0.98725826,0.36302182,-0.3034635,0.47258967,-0.4365519,-0.14208671,-0.74335766,1.6276029,2.3210218
Los Hornillos,1.0254632,-0.5489546,1.3624611,-0.99201596,-1.1149685,-0.11506306,-0.511361,0.0656135,1.9292244,1.1359528,0.7724972,0.1664354,-2.209352,0.6286372,0.110024504,0.75358105,0.2984317,-0.43048584,0.41276002,-0.27792,-0.5806745,-0.330142,-0.5009826,-2.3063676,1.452014,-0.23515888,-0.12577263,-1.398793,1.9465233,-0.6026431,-0.47036994,-0.27559924,0.11288618,2.4820068,-1.0952355,1.2150478,1.5598499,-2.7497103,-0.51721907,0.3907324,-0.36022773,-0.8480303,1.6048123,1.0564218,-0.48060217,2.4439328,-0.04960458,1.1293976,0.1680486,0.19877246,0.43179256,-0.15187988,-1.7820754,1.4213526,-0.3322428,-3.6875305,0.8026522,-0.6724496,-1.095311,-0.26719454,-1.5921654,-2.2500565,-0.46402857,2.519273,0.6061513,2.2360275,-0.9442922,0.43123233,1.3174313,-1.4901578,0.48658454,-0.08265295,0.5610939,-0.5702761,1.9973692,0.90771663,0.031673133,0.9407986,-0.29072464,-0.9936782,-0.3585772,0.714743,1.8749622,-0.31108838,2.263982,-0.9238025,2.0292113,-0.736683,0.25908354,0.32101074,2.6680696,0.011743377,0.07088102,-0.53388166,-0.63938624,-1.2368405,0.56744397,1.4028434,-0.49625376,0.6001708
Los Molinos,-1.6565629,-1.2034669,1.2187226,2.1291897,0.037427165,-0.6279215,1.4152052,1.1892108,0.21436967,-0.6858183,0.2010257,-1.5725738,0.6345188,2.443887,0.79563123,1.3483475,1.0325005,-0.43085733,0.8986068,-2.2125225,-1.468899,-1.3822904,-1.4351366,0.17931685,0.10215917,-2.103886,-1.7985281,1.6738402,-0.67855597,-0.8960627,-1.3502256,-1.8133551,3.3851748,1.364853,1.8232377,-0.57756364,-0.75108564,1.5212591,0.09325425,-2.012245,-0.00938453,2.2910662,0.5746016,0.19181325,-0.16763957,2.4055772,1.3436012,-0.7191739,0.97374904,1.7810909,3.5853477,-1.8193551,1.1509407,0.29569617,0.37157086,0.51535314,-2.595431,0.2715549,-0.06566119,1.7477068,0.44760206,0.5273453,2.2017937,-1.2095643,2.0743,-1.9342436,-0.33760822,-1.945963,-0.60674506,-1.4805136,-2.477808,-1.6753702,-0.76203066,0.6975484,1.0364377,-1.4964279,1.2923454,-0.7271624,-0.43024692,3.4270103,1.121657,0.5189569,-1.3540559,-0.7174743,3.1741483,-0.53155243,0.72235274,-0.4553313,-1.1119112,1.622437,-2.034205,0.76085025,1.0607806,0.35474786,-2.2077084,2.6045845,2.0262144,-0.36180523,-2.0756712,-1.2798581
Los Molles,1.4258517,0.31130466,-2.629893,-0.4675404,0.40420654,-1.3252218,-2.3571074,-1.8512536,-2.1128943,-1.5387064,-0.6808653,1.442967,-0.48019475,-0.023373842,0.30982405,1.1923186,1.9733592,-3.2605643,0.17235957,0.08816942,-0.5643058,-1.1132439,1.4050713,1.2117977,-0.22776024,2.4259167,-0.2849431,-1.0033817,0.2813725,-2.4188597,1.9712247,-0.25949883,-1.1972884,-0.805045,-2.1053243,3.1487746,2.706862,0.26549602,-0.7687628,-0.58094835,1.0842611,-0.6712975,-0.85901594,2.2954006,0.8947199,-0.6525824,-1.8027233,0.17931937,0.77731544,-0.22866072,-0.9813151,-0.6419578,0.009505274,-1.1331252,-1.9768469,-0.9746535,0.6999555,1.7826612,-0.3046825,0.06886325,1.3445593,0.3958406,-1.6093602,-1.5863591,0.019938009,1.1368623,0.44571894,1.5602547,1.8138753,-0.15340148,0.3204045,0.82322437,0.86085725,1.297944,1.5583434,1.2793201,1.6092577,0.64177585,-0.22688922,-0.0826483,2.2945716,-0.6702829,1.184456,-0.5755856,0.11705865,1.2014005,-0.583572,-1.5014354,-0.619009,0.5756376,0.5139433,-0.3952418,-1.2838062,-1.3539082,-0.713382,0.74512386,-1.4601161,1.5907195,1.2759526,1.9851104
Los Nogales,-0.9473983,0.7402081,-2.2516105,-1.0185636,1.9264337,-2.2652905,-1.0065018,0.85157406,-0.6938312,2.5172179,2.8389637,-1.1059059,0.7271522,0.9167393,-0.64241546,0.71861196,-0.9978055,-1.4113914,-0.5482631,1.5793071,-1.2078435,0.46938533,1.7187979,0.37550643,1.4313196,3.032978,-2.1595004,-0.05194656,-0.72966814,1.3197216,1.9590441,-0.12960085,-2.9890823,0.516434,-0.60044265,0.06833196,1.5184118,0.39152566,0.2452951,-0.36275595,2.4984267,0.9665347,1.8716695,-0.7031778,0.977667,-0.37788954,-0.20444718,-0.13949452,0.24302363,1.2051281,-1.3897638,-1.633942,0.5950368,-2.6891787,-1.0897877,1.3908919,1.4459845,2.6770754,-0.9759091,-0.5861894,-0.65622383,-2.3994367,0.45641854,0.7768558,-1.6357257,0.85828954,1.1059656,-1.2847342,-1.2019173,-0.7633925,-1.5263344,1.2471626,-0.14524667,0.80890244,0.5473093,1.750107,-0.8944825,-0.2765188,-0.909782,-1.4612163,1.8158001,-0.8322333,-0.4284249,-1.4387673,-0.6115012,1.3809761,-1.8512233,-1.9028001,-0.4004753,-2.9942384,0.41538534,-0.634965,0.04112111,-0.27451077,-1.1279597,2.38052,0.45936564,-0.6817743,-1.5384015,-1.0865409
Los Reartes,-0.5144265,-1.143482,-3.3620107,-2.338141,-0.46127522,0.3941944,0.5493693,0.32845843,-2.0110664,1.4203346,-1.6025103,-0.053368364,-0.45888713,-1.1278622,2.4396417,-1.1077487,0.09282527,-0.114219666,0.43731415,0.8606,-1.1698887,-0.08592539,-0.62129116,0.49047723,-1.4835725,1.1229247,0.8605617,-0.62174994,1.0783036,0.5639783,1.4248847,2.9658067,-0.45304227,1.9552219,0.9557022,0.92275643,-0.097678125,-1.0838354,1.9335428,-0.49851188,-1.3377687,2.1052463,1.7941027,0.6664338,0.9465456,-0.83959883,-0.4178239,-1.1613829,2.3509035,-0.42819902,-1.1423534,0.46820298,0.67545015,-0.6458631,0.1621383,-2.012412,0.9354037,0.68713766,-0.8507524,-1.3193548,-0.037292656,0.6718687,0.79956234,-0.8020345,1.7546442,1.2867141,1.6340647,-0.1496756,-0.4352125,1.835567,1.64042,-0.5676886,-0.33257046,-0.44722843,0.70576745,-1.0866457,-1.846843,-0.6992972,-0.4519154,1.6361824,1.111842,-2.1927652,-0.8795512,-1.3637297,0.9033314,0.40085793,-1.0166413,0.50390184,0.038384076,-0.6451205,2.4441729,0.98818487,0.5341716,1.34343,-0.7684532,0.19826365,-2.3245282,-0.3431322,-1.5574173,1.6046709
Luján,0.34817556,-0.31461993,-3.2177248,-2.921229,-0.33459345,-0.10312525,-0.40739632,-1.8123602,0.057840303,0.47320536,-1.9647313,2.3986702,-2.035584,0.7963433,-2.7783186,-1.2742604,1.1752874,-0.040345643,0.46995777,0.8810162,-1.0522616,-2.1981506,-2.3677175,-0.64274985,-2.9314027,0.814291,1.1533161,-1.8597087,2.7834566,2.6026504,0.3579817,-1.9254514,0.33766815,1.6834768,0.18946439,-1.4037791,0.7043425,-0.25047898,0.7426292,-0.44165882,1.221851,1.4064286,1.8000966,0.83469343,0.6970857,0.075565755,-0.73018384,0.9985392,1.1177547,-0.49413818,-0.9895489,0.021004893,0.63381594,0.29117647,1.2424986,-1.2568032,1.3390623,0.911309,-0.06506548,0.74816877,0.47165725,-1.6554589,-1.3772045,-1.8031175,1.2493244,0.12200201,0.42146993,1.6905894,0.044269215,0.50936866,1.3939241,0.1763244,-0.0048127514,-1.3401489,3.3922935,1.136923,-0.09616365,0.10749252,-0.9620728,1.4731574,1.1453091,1.3522432,2.7542543,-0.06737368,0.50893414,-0.06019795,0.09110753,-1.7740114,1.4961203,3.2817824,1.2656398,1.398992,-0.5441311,0.23926666,1.9209728,-1.959696,1.7676969,1.167539,1.0028234,1.722152
Luján de Cuyo,-0.09668416,-1.0764964,-2.5126688,-1.6173146,1.5011635,1.4601375,1.0433092,-0.0896713,-0.050681546,0.75451046,-0.5266104,0.5551498,0.35321975,0.16379127,-0.63878876,0.6786498,0.16831353,1.7350771,-0.9490501,-2.8598657,-1.444287,-0.770596,0.65941876,-0.87721485,-3.2861803,-1.8258796,0.5610121,1.571723,3.2882075,-1.0660685,2.8063107,1.7684286,1.864049,0.36679846,1.2589104,1.2360051,-0.4197335,1.5156014,-0.983397,1.3360813,1.7927368,-1.9431204,1.3204637,1.9876,-1.9021024,-1.3434345,-0.8678321,-0.48927036,0.294989,-2.6771047,0.4534717,-0.2850703,1.7381761,2.945531,-1.1518403,1.1990898,-0.020752558,-0.07048882,0.59931946,-0.13911602,-0.4948306,-0.674407,-1.8369733,0.37606072,2.0877833,-0.6862583,-0.5469639,1.7837543,1.6815001,2.464884,0.39212728,-0.6021812,-1.65894,-0.96693933,1.3164034,-1.5295192,-0.7765419,0.20491007,-0.2012907,1.086452,0.056043923,2.5315042,0.047906846,0.023297507,0.9415329,-1.6110151,0.15924038,-2.1216366,-0.90962183,1.3654692,2.8234835,1.7820503,-0.40136743,0.8731109,1.8953665,2.3681262,-0.34183726,1.5860865,0.80029875,0.96526676
Lunlunta,-0.6240156,-1.376641,-2.1096432,-2.2740676,-1.1592124,-0.06433932,1.6396855,2.401528,-0.42834148,0.6079545,0.38804948,1.415283,-0.52905923,-0.09516454,0.34736675,1.0995103,-0.4217451,1.53675,-2.0434716,-2.1336412,-3.8962483,-1.1541935,-1.6060716,-1.4681302,-0.060271822,0.31585428,2.0795312,-0.4276786,2.588143,1.7101198,1.0903312,0.7756944,1.6918308,-0.24317275,-0.22592342,0.43721053,0.14305751,-0.3777125,-0.7109081,-1.7103316,1.1855913,-2.0089598,-1.9755671,2.455275,-2.0523992,-0.83527786,1.219786,-1.3706232,2.060936,-1.0542605,-1.3094143,-2.183252,0.59109527,-1.2954147,0.15677525,-0.2476921,2.0683491,-0.25974774,3.0709016,1.0092291,0.0839167,2.4796846,-1.2305963,-0.39877182,-0.39964437,-0.12236631,0.29672408,2.290776,1.9490929,2.6674953,0.6116679,-0.21732432,-0.26550132,-0.4581337,0.037489515,-1.0033134,-1.3820502,-0.68711287,-1.1046225,0.80546856,-1.5853295,2.8026452,1.2962853,-2.071892,-0.29951912,-2.9421484,0.0027859379,-0.0640157,-1.3010234,0.23168893,1.7689891,0.058689293,1.3482704,-0.8361037,1.5849769,-0.69469064,0.16074497,-0.1095745,0.3074281,1.0816088
